2024-04-29 14:14:50, 28.93
2024-04-29 14:14:51, 29.00
2024-04-29 14:14:52, 29.22
2024-04-29 14:14:53, 29.40
2024-04-29 14:14:54, 29.88
2024-04-29 14:14:55, 29.91
2024-04-29 14:14:56, 29.71
2024-04-29 14:14:57, 29.52
2024-04-29 14:14:58, 29.46
2024-04-29 14:14:59, 28.94
2024-04-29 14:15:00, 29.12
2024-04-29 14:15:01, 29.59
2024-04-29 14:15:03, 29.47
2024-04-29 14:15:04, 29.45
2024-04-29 14:15:05, 29.60
2024-04-29 14:15:06, 29.98
2024-04-29 14:15:07, 29.56
2024-04-29 14:15:08, 29.32
2024-04-29 14:15:09, 29.22
2024-04-29 14:15:10, 29.55
2024-04-29 14:15:11, 29.21
2024-04-29 14:15:12, 29.37
2024-04-29 14:15:13, 28.62
2024-04-29 14:15:14, 28.99
2024-04-29 14:15:15, 28.99
2024-04-29 14:15:16, 29.17
2024-04-29 14:15:17, 29.30
2024-04-29 14:15:18, 29.63
2024-04-29 14:15:19, 30.75
2024-04-29 14:15:20, 29.90
2024-04-29 14:15:21, 29.32
2024-04-29 14:15:22, 29.33
2024-04-29 14:15:23, 29.45
2024-04-29 14:15:24, 29.10
2024-04-29 14:15:25, 30.83
2024-04-29 14:15:26, 29.37
2024-04-29 14:15:27, 29.64
2024-04-29 14:15:28, 29.08
2024-04-29 14:15:29, 30.33
2024-04-29 14:15:30, 29.36
2024-04-29 14:15:34, 29.65
2024-04-29 14:15:35, 29.65
2024-04-29 14:15:36, 29.60
2024-04-29 14:15:37, 29.65
2024-04-29 14:15:38, 29.13
2024-04-29 14:15:39, 29.01
2024-04-29 14:15:40, 28.72
2024-04-29 14:15:41, 28.80
2024-04-29 14:15:43, 29.10
2024-04-29 14:15:44, 29.73
2024-04-29 14:15:45, 29.34
2024-04-29 14:15:46, 28.81
2024-04-29 14:15:47, 28.80
2024-04-29 14:15:48, 28.93
2024-04-29 14:15:49, 29.38
2024-04-29 14:15:50, 29.32
2024-04-29 14:15:51, 29.15
2024-04-29 14:15:52, 29.25
2024-04-29 14:15:53, 29.30
2024-04-29 14:15:54, 29.26
2024-04-29 14:15:55, 29.23
2024-04-29 14:15:56, 29.32
2024-04-29 14:15:57, 29.57
2024-04-29 14:15:58, 29.77
2024-04-29 14:15:59, 29.07
2024-04-29 14:16:00, 29.18
2024-04-29 14:16:01, 28.89
2024-04-29 14:16:02, 29.04
2024-04-29 14:16:03, 28.95
2024-04-29 14:16:04, 28.97
2024-04-29 14:16:05, 28.97
2024-04-29 14:16:06, 28.88
2024-04-29 14:16:07, 29.15
2024-04-29 14:16:08, 29.13
2024-04-29 14:16:09, 28.89
2024-04-29 14:16:10, 29.06
2024-04-29 14:16:11, 28.86
2024-04-29 14:16:13, 28.79
2024-04-29 14:16:14, 29.13
2024-04-29 14:16:15, 29.20
2024-04-29 14:16:16, 28.67
2024-04-29 14:16:17, 28.67
2024-04-29 14:16:18, 28.90
2024-04-29 14:16:19, 29.61
2024-04-29 14:16:20, 30.63
2024-04-29 14:16:21, 29.27
2024-04-29 14:16:22, 29.58
2024-04-29 14:16:23, 28.95
2024-04-29 14:16:24, 28.75
2024-04-29 14:16:25, 29.02
2024-04-29 14:16:26, 28.83
2024-04-29 14:16:27, 28.67
2024-04-29 14:16:28, 28.55
2024-04-29 14:16:29, 28.80
2024-04-29 14:16:30, 28.88
2024-04-29 14:16:31, 28.52
2024-04-29 14:16:32, 28.66
2024-04-29 14:16:33, 29.10
2024-04-29 14:16:34, 29.88
2024-04-29 14:16:35, 29.64
2024-04-29 14:16:36, 29.35
2024-04-29 14:16:37, 28.98
2024-04-29 14:16:38, 29.41
2024-04-29 14:16:39, 29.43
2024-04-29 14:16:40, 29.41
2024-04-29 14:16:42, 29.60
2024-04-29 14:16:43, 29.34
2024-04-29 14:16:44, 29.59
2024-04-29 14:16:45, 30.40
2024-04-29 14:16:46, 31.01
2024-04-29 14:16:47, 29.90
2024-04-29 14:16:48, 30.03
2024-04-29 14:16:49, 29.55
2024-04-29 14:16:50, 29.84
2024-04-29 14:16:51, 29.76
2024-04-29 14:16:52, 30.05
2024-04-29 14:16:53, 30.18
2024-04-29 14:16:54, 29.58
2024-04-29 14:16:55, 29.75
2024-04-29 14:16:56, 29.44
2024-04-29 14:16:57, 29.50
2024-04-29 14:16:58, 29.31
2024-04-29 14:16:59, 29.20
2024-04-29 14:17:00, 28.95
2024-04-29 14:17:01, 28.94
2024-04-29 14:17:02, 29.39
2024-04-29 14:17:03, 29.52
2024-04-29 14:17:04, 29.31
2024-04-29 14:17:05, 29.61
2024-04-29 14:17:06, 29.10
2024-04-29 14:17:07, 29.18
2024-04-29 14:17:08, 29.61
2024-04-29 14:17:10, 29.43
2024-04-29 14:17:11, 30.49
2024-04-29 14:17:12, 29.93
2024-04-29 14:17:13, 30.70
2024-04-29 14:17:14, 29.69
2024-04-29 14:17:15, 29.70
2024-04-29 14:17:16, 30.50
2024-04-29 14:17:17, 29.94
2024-04-29 14:17:18, 29.74
2024-04-29 14:17:19, 29.62
2024-04-29 14:17:20, 29.62
2024-04-29 14:17:21, 30.17
2024-04-29 14:17:22, 30.77
2024-04-29 14:17:23, 30.43
2024-04-29 14:17:24, 29.81
2024-04-29 14:17:25, 29.99
2024-04-29 14:17:26, 29.81
2024-04-29 14:17:27, 29.78
2024-04-29 14:17:28, 30.02
2024-04-29 14:17:29, 29.93
2024-04-29 14:17:30, 30.87
2024-04-29 14:17:31, 29.10
2024-04-29 14:17:32, 29.39
2024-04-29 14:17:33, 29.27
2024-04-29 14:17:34, 29.66
2024-04-29 14:17:35, 29.44
2024-04-29 14:17:36, 29.61
2024-04-29 14:17:37, 29.52
2024-04-29 14:17:38, 30.39
2024-04-29 14:17:40, 30.15
2024-04-29 14:17:41, 30.01
2024-04-29 14:17:42, 30.59
2024-04-29 14:17:43, 30.13
2024-04-29 14:17:44, 30.82
2024-04-29 14:17:45, 30.21
2024-04-29 14:17:46, 29.49
2024-04-29 14:17:47, 29.73
2024-04-29 14:17:48, 29.46
2024-04-29 14:17:49, 29.99
2024-04-29 14:17:50, 30.77
2024-04-29 14:17:51, 30.14
2024-04-29 14:17:52, 89.02
2024-04-29 14:17:53, 241.72
2024-04-29 14:17:54, 249.37
2024-04-29 14:17:55, 248.24
2024-04-29 14:17:56, 250.66
2024-04-29 14:17:57, 256.01
2024-04-29 14:17:58, 262.73
2024-04-29 14:17:59, 263.66
2024-04-29 14:18:00, 263.26
2024-04-29 14:18:01, 260.77
2024-04-29 14:18:02, 261.98
2024-04-29 14:18:03, 261.98
2024-04-29 14:18:04, 263.09
2024-04-29 14:18:06, 261.07
2024-04-29 14:18:07, 261.86
2024-04-29 14:18:08, 262.53
2024-04-29 14:18:09, 261.61
2024-04-29 14:18:10, 260.94
2024-04-29 14:18:11, 261.10
2024-04-29 14:18:12, 260.93
2024-04-29 14:18:13, 261.39
2024-04-29 14:18:14, 261.84
2024-04-29 14:18:15, 261.71
2024-04-29 14:18:16, 261.94
2024-04-29 14:18:17, 261.27
2024-04-29 14:18:18, 259.72
